heures;cours.quantité;
09:10:51;0.0024;5000000
09:10:48;0.0024;208333
09:10:48;0.0024;1698942
09:10:48;0.0024;100000
09:10:48;0.0024;300000
09:10:48;0.0024;5001058
09:10:47;0.0024;3000000
09:10:46;0.0024;500000
09:10:46;0.0024;452559
09:10:46;0.0024;46383
09:10:46;0.0024;453617
09:10:46;0.0024;500000
09:10:46;0.0024;46382
09:10:46;0.0024;2000000
09:10:46;0.0024;158830
09:10:46;0.0024;2000000
09:10:46;0.0024;794788
09:10:46;0.0024;5000000
09:10:46;0.0024;3205212
09:10:46;0.0024;999999
09:10:46;0.0024;794789
09:10:46;0.0024;4205211
09:10:46;0.0024;794789
09:10:46;0.0024;2205211
09:10:46;0.0024;2794789
09:10:46;0.0024;5000000
09:10:46;0.0024;5000000
09:10:46;0.0024;5000000
09:10:46;0.0024;205211
09:10:46;0.0024;4794789
09:10:46;0.0024;44444
09:10:41;0.0024;40000
09:10:35;0.0024;208333
09:10:35;0.0024;42000
09:10:30;0.0024;10000
09:10:24;0.0024;208333
09:10:10;0.0024;1000000
09:10:02;0.0024;208333
09:09:55;0.0024;205000
09:09:37;0.0024;161000
09:09:32;0.0024;300000
09:09:29;0.0024;250000
09:09:25;0.0023;770538
09:09:25;0.0023;50000
09:09:25;0.0023;250
09:09:25;0.0023;170000
09:09:25;0.0023;4000
09:09:25;0.0023;4345
09:09:25;0.0023;867
09:09:23;0.0024;205000
09:09:20;0.0023;1000000
09:09:20;0.0023;349590
09:09:20;0.0023;410
09:09:17;0.0024;500000
09:09:14;0.0024;4308324
09:09:14;0.0024;79166
09:09:14;0.0024;42000
09:09:14;0.0024;87500
09:09:14;0.0024;100
09:09:14;0.0024;50000
09:09:14;0.0024;50000
09:09:14;0.0024;490000
09:09:14;0.0024;1000000
09:09:14;0.0024;500000
09:09:14;0.0024;15030
09:09:14;0.0024;3155646
09:09:14;0.0024;2045001
09:09:14;0.0024;7954998
09:09:14;0.0024;9999999
09:09:14;0.0024;100000
09:09:14;0.0024;500000
09:09:14;0.0024;100000
09:09:14;0.0024;200000
09:09:14;0.0024;100000
09:09:14;0.0024;500000
09:09:14;0.0024;500000
09:09:14;0.0024;45002
09:09:14;0.0024;954998
09:09:14;0.0024;1537500
09:09:14;0.0024;387500
09:09:14;0.0024;70000
09:09:14;0.0024;7000000
09:09:14;0.0024;10050001
09:09:12;0.0024;949999
09:09:12;0.0024;50000
09:09:08;0.0024;999999
09:09:06;0.0024;5000000
09:09:05;0.0024;3751849
09:09:05;0.0024;248151
09:09:04;0.0024;5751849
09:09:04;0.0024;1348151
09:09:04;0.0024;651849
09:09:04;0.0024;8348151
09:09:03;0.0024;999999
09:08:54;0.0024;5000000
09:08:53;0.0024;5651849
09:08:53;0.0024;1500000
09:08:53;0.0024;1848151
09:08:41;0.0024;3151849
09:08:41;0.0024;4900000
09:08:41;0.0024;948151
09:08:20;0.0024;1000000
09:07:41;0.0024;51849
09:07:41;0.0024;948151
09:07:39;0.0024;1051782
09:07:39;0.0024;100
09:07:39;0.0024;1083118
09:07:39;0.0024;205000
09:07:39;0.0024;300000
09:07:39;0.0024;360000
09:07:26;0.0024;150000
09:07:22;0.0025;45000
09:07:06;0.0024;500000
09:07:02;0.0025;233659
09:07:02;0.0025;42000
09:07:02;0.0025;24341
09:07:02;0.0025;100000
09:06:14;0.0024;999999
09:06:06;0.0024;999999
09:06:02;0.0024;180000
09:05:58;0.0025;18500
09:05:58;0.0025;35000
09:05:58;0.0024;550000
09:05:57;0.0024;1000000
09:05:53;0.0024;690000
09:05:49;0.0024;200000
09:05:46;0.0024;400000
09:05:46;0.0024;499999
09:05:46;0.0024;500000
09:05:35;0.0024;100000
09:05:33;0.0024;499999
09:05:33;0.0024;500000
09:05:28;0.0024;1800000
09:05:22;0.0024;999999
09:05:18;0.0024;800000
09:05:15;0.0024;1000000
09:05:09;0.0024;800000
09:05:02;0.0024;412500
09:05:02;0.0024;87500
09:05:02;0.0024;500000
09:04:23;0.0024;800000
09:04:13;0.0025;50000
09:04:13;0.0024;800000
09:04:03;0.0024;5850000
09:04:03;0.0024;350000
09:03:58;0.0024;1000000
09:03:46;0.0024;800000
09:03:34;0.0024;800000
09:03:31;0.0024;600000
09:03:22;0.0024;800000
09:03:19;0.0025;2030000
09:03:18;0.0025;500000
09:03:06;0.0024;180000
09:02:59;0.0024;200000
09:02:45;0.0024;50000
09:02:45;0.0024;250000
09:02:38;0.0024;450000
09:02:37;0.0024;1600000
09:02:30;0.0024;3000000
09:02:17;0.0024;100000
09:02:09;0.0024;20000
09:02:06;0.0024;51727
09:02:06;0.0024;150000
09:02:06;0.0024;365159
09:02:06;0.0024;2634841
09:02:06;0.0024;999999
09:02:06;0.0024;999999
09:02:06;0.0024;300000
09:02:06;0.0024;999999
09:02:06;0.0024;999999
09:02:06;0.0024;699999
09:02:06;0.0024;100
09:02:06;0.0024;5000000
09:02:06;0.0024;7365063
09:02:06;0.0024;12634935
09:02:06;0.0024;3000000
09:02:06;0.0024;2000100
09:02:06;0.0024;1364965
09:02:06;0.0024;8634935
09:02:06;0.0024;365065
09:02:01;0.0024;111000
09:01:57;0.0024;4523935
09:01:57;0.0024;300000
09:01:57;0.0024;176065
09:01:55;0.0024;104500
09:01:54;0.0024;247000
09:01:45;0.0024;7000000
09:01:39;0.0024;300000
09:01:33;0.0024;100000
09:01:16;0.0024;110000
09:01:13;0.0024;6000000
09:00:46;0.0024;1000000
09:00:34;0.0024;853633
09:00:34;0.0024;2408802
09:00:34;0.0024;3000000
09:00:34;0.0024;2000000
09:00:34;0.0024;500
09:00:34;0.0024;90697
09:00:34;0.0024;4909303
09:00:34;0.0024;5090696
09:00:34;0.0024;853628
09:00:34;0.0024;55676
09:00:34;0.0024;5000000
09:00:34;0.0024;2444323
09:00:34;0.0024;878114
09:00:34;0.0024;3895073
09:00:34;0.0024;6104927
09:00:34;0.0024;3041444
09:00:34;0.0024;9146371
09:00:34;0.0024;195000
09:00:32;0.0023;2808000
09:00:32;0.0023;50000
09:00:32;0.0023;10000
09:00:32;0.0023;632000
09:00:32;0.0023;185000
09:00:32;0.0023;100000
09:00:32;0.0023;100000
09:00:32;0.0023;2000000
09:00:32;0.0023;40000
09:00:32;0.0023;60000
09:00:32;0.0023;368000
09:00:32;0.0023;217000
09:00:32;0.0023;215000
09:00:30;0.0024;500000
09:00:30;0.0024;500000
09:00:30;0.0024;500000
09:00:30;0.0024;500000
09:00:30;0.0024;500000
09:00:30;0.0024;500000
09:00:30;0.0024;500000
09:00:28;0.0024;252780
09:00:28;0.0024;500000
09:00:28;0.0024;500000
09:00:28;0.0024;500000
09:00:28;0.0024;500000
09:00:28;0.0024;500000
09:00:28;0.0024;500000
09:00:28;0.0024;500000
09:00:28;0.0024;364404
09:00:28;0.0024;135596
09:00:28;0.0024;500000
09:00:28;0.0024;500000
09:00:28;0.0024;500000
09:00:28;0.0024;500000
09:00:28;0.0024;500000
09:00:28;0.0024;500000
09:00:28;0.0024;500000
09:00:28;0.0024;500000
09:00:28;0.0024;500000
09:00:28;0.0024;500000
09:00:28;0.0024;500000
09:00:28;0.0024;500000
09:00:28;0.0024;500000
09:00:28;0.0024;500000
09:00:28;0.0024;500000
09:00:28;0.0024;500000
09:00:28;0.0024;500000
09:00:28;0.0024;500000
09:00:27;0.0024;5000000
09:00:27;0.0024;2000000
09:00:27;0.0024;12500
09:00:27;0.0024;50000
09:00:27;0.0024;100000
09:00:27;0.0024;300000
09:00:27;0.0024;3401903
09:00:27;0.0024;98097
09:00:27;0.0024;300000
09:00:27;0.0024;100000
09:00:27;0.0024;30000
09:00:27;0.0024;500000
09:00:27;0.0024;139300
09:00:27;0.0024;200000
09:00:27;0.0024;50000
09:00:27;0.0024;300000
09:00:27;0.0024;15000
09:00:27;0.0024;4000000
09:00:27;0.0024;10000
09:00:27;0.0024;8000
09:00:27;0.0024;300000
09:00:27;0.0024;208300
09:00:27;0.0024;500000
09:00:27;0.0024;50000
09:00:27;0.0024;10000
09:00:27;0.0024;660000
09:00:27;0.0024;1050000
09:00:27;0.0024;200000
09:00:27;0.0024;50000
09:00:27;0.0024;500000
09:00:27;0.0024;350000
09:00:27;0.0024;500000
09:00:27;0.0024;500000
09:00:27;0.0024;100000
09:00:27;0.0024;10000
09:00:27;0.0024;40000
09:00:27;0.0024;100000
09:00:27;0.0024;7350
09:00:27;0.0024;83000
09:00:27;0.0024;24960
09:00:27;0.0024;100000
09:00:27;0.0024;8339
09:00:27;0.0024;7693
09:00:27;0.0024;10000
09:00:27;0.0024;70000
09:00:27;0.0024;500000
09:00:27;0.0024;3000000
09:00:27;0.0024;5309960
09:00:27;0.0024;2190040
09:00:27;0.0024;480000
09:00:27;0.0024;416400
09:00:27;0.0024;51000
09:00:27;0.0024;150000
09:00:27;0.0024;300000
09:00:27;0.0024;100000
09:00:27;0.0024;1000000
09:00:27;0.0024;300000
09:00:27;0.0024;76960
09:00:27;0.0024;1000000
09:00:27;0.0024;80000
09:00:27;0.0024;250000
09:00:27;0.0024;280000
09:00:27;0.0024;1200000
09:00:27;0.0024;300000
09:00:27;0.0024;100000
09:00:27;0.0024;18687
09:00:27;0.0024;100000
09:00:27;0.0024;500000
09:00:27;0.0024;500000
09:00:27;0.0024;5000
09:00:27;0.0024;500000
09:00:27;0.0024;50000
09:00:27;0.0024;200000
09:00:27;0.0024;500000
09:00:27;0.0024;200000
09:00:27;0.0024;20000
09:00:27;0.0024;15000
09:00:27;0.0024;100000
09:00:27;0.0024;500000
09:00:27;0.0024;100001
09:00:27;0.0024;200000
09:00:27;0.0024;625000
09:00:27;0.0024;8000
09:00:27;0.0024;20000
09:00:27;0.0024;38000
09:00:27;0.0024;500
09:00:27;0.0024;50000
09:00:27;0.0024;100000
09:00:27;0.0024;500000
09:00:27;0.0024;500000
09:00:27;0.0024;200000
09:00:27;0.0024;500000
09:00:27;0.0024;160000
09:00:27;0.0024;2000000
09:00:27;0.0024;125000
09:00:27;0.0024;350000
09:00:27;0.0024;50000
09:00:27;0.0024;62500
09:00:27;0.0024;200000
09:00:27;0.0024;200000
09:00:27;0.0024;100000
09:00:27;0.0024;650000
09:00:27;0.0024;10000
09:00:27;0.0024;200000
09:00:27;0.0024;200000
09:00:27;0.0024;255000
09:00:27;0.0024;1000024
09:00:27;0.0024;5000
09:00:27;0.0024;107887
09:00:27;0.0024;92113
09:00:27;0.0024;500000
09:00:27;0.0024;100000
09:00:27;0.0024;200000
09:00:27;0.0024;5000
09:00:27;0.0024;400000
09:00:27;0.0024;16250
09:00:27;0.0024;50000
09:00:27;0.0024;1000000
09:00:27;0.0024;999999
09:00:27;0.0024;900
09:00:27;0.0024;100000
09:00:27;0.0024;4900
09:00:27;0.0024;10000
09:00:27;0.0024;300000
09:00:27;0.0024;180000
09:00:27;0.0024;180000
09:00:27;0.0024;180000
09:00:27;0.0024;180000
09:00:27;0.0024;31000
09:00:27;0.0024;43580
09:00:27;0.0024;500000
09:00:27;0.0024;100000
09:00:27;0.0024;45000
09:00:27;0.0024;100000
09:00:27;0.0024;1000000
09:00:27;0.0024;400000
09:00:27;0.0024;208333
09:00:27;0.0024;100000
09:00:27;0.0024;100000
09:00:27;0.0024;50000
09:00:27;0.0024;350000
09:00:27;0.0024;192302
09:00:27;0.0024;50000
09:00:27;0.0024;169100
09:00:27;0.0024;2000000
09:00:27;0.0024;50000
09:00:27;0.0024;166666
09:00:27;0.0024;600000
09:00:27;0.0024;600000
09:00:27;0.0024;600000
09:00:27;0.0024;60000
09:00:27;0.0024;7984856
09:00:27;0.0024;12015143
09:00:27;0.0024;400000
09:00:27;0.0024;13229
09:00:27;0.0024;5000
09:00:27;0.0024;139230
09:00:27;0.0024;1000000
09:00:27;0.0024;50000
09:00:27;0.0024;50000
09:00:27;0.0024;41700
09:00:27;0.0024;170000
09:00:27;0.0024;50000
09:00:27;0.0024;80000
09:00:27;0.0024;50000
09:00:27;0.0024;200000
09:00:27;0.0024;400000
09:00:27;0.0024;1000000
09:00:27;0.0024;50000
09:00:27;0.0024;2420879
09:00:27;0.0024;1864818
09:00:27;0.0024;8135182
09:00:27;0.0024;100000
09:00:27;0.0024;200000
09:00:27;0.0024;50000
09:00:27;0.0024;480000
09:00:27;0.0024;1000000
09:00:27;0.0024;310000
09:00:27;0.0024;82500
09:00:27;0.0024;333000
09:00:27;0.0024;500000
09:00:27;0.0024;207317
09:00:27;0.0024;50000
09:00:27;0.0024;90000
09:00:27;0.0024;300000
09:00:27;0.0024;52000
09:00:27;0.0024;5000000
09:00:27;0.0024;10000
09:00:27;0.0024;100000
09:00:27;0.0024;3000000
09:00:27;0.0024;16555844
09:00:27;0.0024;5000
09:00:27;0.0024;416000
09:00:27;0.0024;833333
09:00:27;0.0024;2189822
09:00:27;0.0024;7810177
09:00:27;0.0024;2189822
09:00:26;0.0025;232928
09:00:26;0.0025;500000
09:00:26;0.0025;500000
09:00:26;0.0025;500000
09:00:26;0.0025;500000
09:00:26;0.0025;500000
09:00:26;0.0025;500000
09:00:26;0.0025;5000000
09:00:26;0.0025;523256
09:00:26;0.0025;4476744
09:00:26;0.0024;250000
09:00:26;0.0024;130000
09:00:26;0.0024;79121
09:00:26;0.0024;100000
09:00:26;0.0024;542683
09:00:26;0.0024;44000
09:00:26;0.0024;100000
09:00:26;0.0024;500000
09:00:26;0.0024;250000
09:00:26;0.0024;1000000
09:00:26;0.0024;563317
09:00:26;0.0024;17810177
09:00:26;0.0024;3547115
09:00:26;0.0024;1053100
09:00:26;0.0024;230000
09:00:26;0.0024;1403111
09:00:26;0.0024;86035
09:00:26;0.0024;70000
09:00:26;0.0024;200000
09:00:26;0.0024;100000
09:00:26;0.0024;1000000
09:00:26;0.0024;25928
09:00:26;0.0024;135933
09:00:26;0.0024;1823876
09:00:26;0.0024;1206964
09:00:26;0.0024;1959809
09:00:26;0.0024;1959809
09:00:26;0.0024;400000
09:00:26;0.0024;100000
09:00:26;0.0024;195000
09:00:26;0.0024;200000
09:00:26;0.0024;100000
09:00:26;0.0024;5000000
09:00:26;0.0024;2054541
09:00:26;0.0024;20
09:00:26;0.0024;25000
09:00:26;0.0024;160316
09:00:26;0.0024;454557
09:00:26;0.0024;800000
09:00:26;0.0024;1500000
09:00:26;0.0024;5566
09:00:26;0.0024;740000
09:00:26;0.0024;32000
09:00:26;0.0024;22434
09:00:26;0.0024;800000
09:00:26;0.0024;788860
09:00:26;0.0024;800000
09:00:26;0.0024;999999
09:00:26;0.0024;588707
09:00:26;0.0024;200000
09:00:26;0.0024;46000
09:00:26;0.0024;10000
09:00:26;0.0024;43000
09:00:26;0.0024;112292
09:00:26;0.0024;387708
09:00:26;0.0024;6000
09:00:26;0.0024;606291
09:00:26;0.0024;393709
09:00:26;0.0024;12000
09:00:26;0.0024;5000
09:00:26;0.0024;50000
09:00:26;0.0024;4000
09:00:26;0.0024;185185
09:00:26;0.0024;60000
09:00:26;0.0024;400000
09:00:26;0.0024;25000
09:00:26;0.0024;10000
09:00:26;0.0024;100000
09:00:26;0.0024;30000
09:00:26;0.0024;8000
09:00:26;0.0024;100000
09:00:26;0.0024;7724
09:00:26;0.0024;19000
09:00:26;0.0024;20000
09:00:26;0.0024;10000
09:00:26;0.0024;10000
09:00:26;0.0024;50382
09:00:26;0.0024;20000
09:00:26;0.0024;1618
09:00:26;0.0024;500000
09:00:26;0.0024;10000
09:00:26;0.0024;10000
09:00:26;0.0024;200000
09:00:26;0.0024;78382
09:00:26;0.0024;999999
09:00:26;0.0024;999999
09:00:26;0.0024;25888
09:00:26;0.0024;2687125
09:00:26;0.0024;1000000
09:00:26;0.0024;2090900
09:00:26;0.0024;1617707
09:00:26;0.0024;150000
09:00:26;0.0024;32000
09:00:26;0.0024;400000
09:00:26;0.0024;15
09:00:26;0.0024;180000
09:00:26;0.0024;900
09:00:26;0.0024;3846
09:00:26;0.0024;100000
09:00:26;0.0024;500
09:00:26;0.0024;4000
09:00:26;0.0024;60462
09:00:26;0.0024;1135470
09:00:26;0.0024;999999
09:00:26;0.0024;999999
09:00:26;0.0024;999999
09:00:26;0.0024;111026
09:00:26;0.0024;17142
09:00:26;0.0024;60000
09:00:26;0.0024;20000
09:00:26;0.0024;342000
09:00:26;0.0024;6000
09:00:26;0.0024;35000
09:00:26;0.0024;500
09:00:26;0.0024;408331
09:00:26;0.0024;591669
09:00:26;0.0024;5000
09:00:26;0.0024;15000
09:00:26;0.0024;8000
09:00:26;0.0024;380330
09:00:26;0.0024;814670
09:00:26;0.0024;70000
09:00:26;0.0024;1000
09:00:26;0.0024;400
09:00:26;0.0024;100000
09:00:26;0.0024;3000
09:00:26;0.0024;4000
09:00:26;0.0024;6930
09:00:26;0.0024;300000
09:00:26;0.0024;49000
09:00:26;0.0024;500130
09:00:26;0.0024;25000
09:00:26;0.0024;96440
09:00:26;0.0024;1522500
09:00:26;0.0024;25000
09:00:26;0.0024;30000
09:00:26;0.0024;100000
09:00:26;0.0024;80000
09:00:26;0.0024;100000
09:00:26;0.0024;10000
09:00:26;0.0024;25000
09:00:26;0.0024;7500
09:00:26;0.0024;100000
09:00:26;0.0024;600000
09:00:26;0.0024;356497
09:00:26;0.0024;400000
09:00:26;0.0024;45000
09:00:26;0.0024;200000
09:00:26;0.0024;966140
09:00:26;0.0024;324500
09:00:26;0.0024;709360
09:00:26;0.0024;40000
09:00:26;0.0024;75000
09:00:26;0.0024;98716
09:00:26;0.0024;243503
09:00:26;0.0024;200
09:00:26;0.0024;60000
09:00:26;0.0024;4
09:00:26;0.0024;1000
09:00:26;0.0024;40000
09:00:26;0.0024;100000
09:00:26;0.0024;40000
09:00:26;0.0024;16000
09:00:26;0.0024;300000
09:00:26;0.0024;20000
09:00:26;0.0024;600000
09:00:26;0.0024;51200
09:00:26;0.0024;40000
09:00:26;0.0024;750
09:00:26;0.0024;142620
09:00:26;0.0024;45
09:00:26;0.0024;5000
09:00:26;0.0024;10
09:00:26;0.0024;100
09:00:26;0.0024;170
09:00:26;0.0024;1000
09:00:26;0.0024;107335
09:00:26;0.0024;40000
09:00:26;0.0024;2383
09:00:26;0.0024;140282
09:00:26;0.0024;200000
09:00:26;0.0024;33000
09:00:26;0.0024;38000
09:00:26;0.0024;100000
09:00:26;0.0024;3000
09:00:26;0.0024;16000
09:00:26;0.0024;5000
09:00:26;0.0024;100000
09:00:26;0.0024;6000
09:00:26;0.0024;4000
09:00:26;0.0024;34000
09:00:26;0.0024;23500
09:00:26;0.0024;20000
09:00:26;0.0024;2600
09:00:26;0.0024;12000
09:00:26;0.0024;450
09:00:26;0.0024;21960
09:00:26;0.0024;40000
09:00:26;0.0024;50000
09:00:26;0.0024;2000
09:00:26;0.0024;50000
09:00:26;0.0024;51120
09:00:26;0.0024;90930
09:00:26;0.0024;61480
09:00:26;0.0024;52590
09:00:26;0.0024;40000
09:00:26;0.0024;10
09:00:26;0.0024;100000
09:00:26;0.0024;1400
09:00:26;0.0024;6000
