heures;cours.quantité;
17:13:15;43.960;69
17:13:15;43.960;69
17:13:15;43.960;69
17:13:15;43.960;27
17:13:14;43.960;42
17:13:14;43.960;69
17:13:14;43.960;69
17:13:14;43.960;69
17:13:14;43.960;69
17:13:14;43.960;69
17:13:14;43.960;69
17:13:14;43.960;33
17:13:14;43.960;36
17:13:13;43.960;69
17:13:13;43.960;69
17:13:13;43.960;69
17:13:12;43.960;69
17:13:12;43.960;1
17:13:12;43.960;69
17:13:12;43.960;69
17:13:11;43.960;69
17:13:11;43.960;69
17:13:11;43.960;69
17:13:11;43.940;22
17:13:11;43.940;34
17:13:11;43.940;6
17:13:11;43.940;5
17:13:11;43.960;69
17:13:11;43.960;41
17:13:11;43.960;28
17:13:11;43.960;69
17:13:11;43.960;69
17:13:11;43.960;28
17:13:11;43.960;41
17:13:10;43.960;69
17:13:10;43.960;69
17:13:10;43.960;69
17:13:10;43.960;69
17:13:10;43.960;69
17:13:10;43.960;69
17:13:10;43.960;69
17:13:10;43.960;69
17:13:10;43.960;69
17:13:10;43.960;69
17:13:10;43.960;69
17:13:10;43.960;69
17:13:10;43.960;69
17:13:10;43.960;69
17:13:10;43.960;69
17:13:10;43.960;69
17:13:10;43.960;69
17:13:10;43.960;69
17:13:10;43.960;69
17:13:09;43.960;61
17:13:09;43.960;8
17:13:09;43.960;32
17:13:09;43.960;8
17:13:09;43.960;61
17:13:09;43.960;8
17:13:09;43.960;61
17:13:09;43.960;8
17:13:09;43.960;69
17:13:09;43.960;32
17:13:09;43.960;8
17:13:09;43.960;61
17:13:08;43.960;16
17:13:08;43.960;53
17:13:08;43.960;69
17:13:08;43.960;69
17:12:59;43.940;14
17:12:56;43.940;37
17:12:56;43.940;6
17:12:56;43.940;6
17:12:56;43.960;5
17:12:56;43.960;5
17:12:56;43.960;40
17:12:56;43.960;69
17:12:56;43.960;69
17:12:56;43.960;69
17:12:56;43.960;61
17:12:56;43.960;69
17:12:56;43.960;69
17:12:56;43.960;69
17:12:46;43.960;69
17:12:45;43.960;69
17:12:45;43.960;69
17:12:45;43.960;69
17:12:45;43.960;69
17:12:45;43.960;69
17:12:45;43.960;36
17:12:45;43.960;33
17:12:45;43.960;69
17:12:45;43.960;69
17:12:10;43.920;9
17:12:10;43.920;31
17:12:09;43.920;24
17:12:09;43.920;40
17:12:05;43.960;17
17:12:05;43.960;52
17:12:05;43.960;52
17:12:05;43.960;17
17:12:05;43.960;69
17:12:05;43.960;3
17:12:05;43.960;66
17:12:05;43.960;2
17:12:05;43.960;1
17:12:05;43.960;69
17:12:05;43.960;48
17:08:04;43.820;13
17:08:03;43.840;46
17:08:03;43.880;44
17:08:03;43.880;71
17:08:03;43.880;5
17:08:03;43.880;5
17:06:55;43.960;1
17:06:55;43.960;4
17:06:55;43.960;1
17:06:55;43.960;2
17:06:55;43.960;1
17:06:55;43.960;12
17:06:55;43.960;1
17:06:55;43.960;11
17:06:55;43.960;69
17:04:34;43.880;66
17:04:34;43.880;5
17:04:34;43.880;6
17:04:34;43.860;6
17:04:34;43.860;5
17:02:54;43.820;40
17:02:51;43.800;64
17:02:51;43.800;7
17:02:40;43.800;20
17:01:11;43.820;5
16:59:21;43.800;40
16:57:14;43.760;45
16:57:11;43.840;6
16:57:11;43.840;7
16:56:00;43.860;8
16:54:54;43.880;23
16:52:41;43.840;6
16:51:55;43.840;24
16:51:51;43.860;5
16:51:51;43.860;6
16:51:51;43.860;6
16:51:29;43.880;2
16:51:29;43.880;7
16:51:29;43.880;6
16:51:29;43.880;21
16:46:26;43.900;24
16:46:26;43.900;6
16:46:26;43.920;6
16:46:26;43.920;6
16:46:26;43.920;40
16:45:27;43.900;23
16:43:21;43.940;9
16:43:21;43.940;6
16:43:21;43.940;13
16:43:20;43.960;4
16:43:20;43.960;4
16:43:20;43.960;9
16:41:33;43.960;24
16:41:33;43.940;6
16:41:33;43.940;4
16:40:07;43.940;22
16:31:49;43.920;21
16:31:04;43.800;37
16:31:04;43.800;5
16:31:04;43.800;5
16:31:04;43.820;46
16:31:04;43.820;4
16:31:04;43.820;5
16:31:04;43.840;46
16:31:04;43.840;4
16:31:04;43.840;4
16:31:04;43.860;4
16:31:04;43.860;7
16:31:04;43.860;5
16:31:04;43.880;5
16:31:04;43.880;4
16:31:04;43.900;6
16:31:04;43.900;13
16:25:49;43.960;40
16:25:49;43.960;40
16:25:42;43.960;13
16:25:42;43.960;24
16:25:33;44.000;9
16:25:33;44.000;8
16:25:29;44.020;10
16:25:29;44.020;2
16:06:53;43.980;4
16:06:53;43.980;5
16:06:53;44.000;7
16:06:26;44.040;57
16:06:26;44.040;8
16:03:19;43.960;6
16:03:19;43.960;217
16:03:19;43.960;2
15:58:49;43.840;5
15:58:49;43.840;5
15:56:24;43.820;24
15:56:23;43.860;12
15:55:58;43.880;7
15:55:58;43.880;4
15:51:02;43.860;12
15:44:36;43.860;12
15:40:04;43.780;6
15:40:04;43.780;4
15:40:04;43.780;4
15:40:03;43.800;3
15:37:15;43.860;6
15:37:15;43.860;6
15:37:15;43.880;23
15:32:07;43.800;23
15:32:07;43.780;6
15:30:07;43.860;3
15:30:07;43.840;60
15:30:06;43.860;6
15:29:46;43.860;4
15:29:46;43.860;4
15:29:46;43.880;6
15:29:46;43.880;47
15:28:02;43.900;2
15:28:01;43.900;40
15:28:01;43.920;7
15:28:01;43.920;68
15:27:59;43.880;77
15:27:47;43.800;130
15:27:47;43.780;62
15:25:46;43.740;10
15:15:10;43.780;14
15:15:10;43.780;188
15:12:31;43.740;66
15:12:29;43.740;11
15:12:29;43.740;9
15:12:29;43.740;4
15:11:23;43.780;9
15:11:23;43.780;52
15:05:02;43.720;40
15:02:03;43.700;30
15:01:48;43.720;5
15:01:48;43.720;14
15:01:48;43.720;14
14:54:05;43.740;40
14:54:05;43.740;22
14:54:05;43.740;94
14:50:58;43.740;5
14:50:58;43.740;44
14:50:58;43.740;19
14:50:58;43.740;12
14:50:30;43.780;338
14:46:49;43.700;12
14:44:23;43.680;27
14:44:23;43.680;5
14:44:23;43.680;4
14:41:34;43.760;5
14:41:34;43.760;11
14:29:02;43.760;2
14:29:02;43.760;61
14:26:02;43.760;40
14:25:54;43.700;13
14:25:54;43.700;4
14:25:51;43.740;21
14:25:51;43.740;13
14:22:37;43.780;3
14:22:37;43.780;14
14:16:12;43.800;20
14:14:33;43.760;15
14:13:01;43.760;15
14:12:55;43.840;2
14:12:55;43.820;4
14:12:55;43.820;5
14:12:32;43.820;1
14:12:32;43.820;4
14:12:32;43.820;5
14:12:32;43.820;40
14:07:02;43.820;40
14:03:58;43.940;21
14:03:22;44.000;80
14:03:21;44.000;39
14:03:21;44.000;30
14:03:08;43.940;77
14:03:08;43.940;76
14:03:08;43.920;79
14:01:40;43.820;40
14:01:33;43.820;65
14:01:33;43.800;67
14:01:33;43.760;155
14:01:33;43.760;41
14:01:32;43.740;130
14:01:32;43.760;370
14:01:32;43.760;370
14:01:32;43.760;20
14:01:32;43.760;41
14:01:29;43.760;24
14:01:22;43.760;305
14:01:22;43.720;4
14:01:22;43.720;4
14:01:22;43.720;79
14:01:21;43.760;17
14:01:21;43.760;353
14:01:20;43.760;370
14:01:20;43.740;9
14:01:20;43.740;5
14:01:20;43.740;4
14:01:20;43.760;370
14:01:20;43.760;61
14:01:20;43.760;309
14:01:20;43.760;370
14:01:20;43.760;370
14:01:20;43.760;370
14:01:20;43.760;370
14:01:20;43.760;296
14:01:20;43.760;14
14:01:20;43.760;60
14:01:19;43.740;21
14:01:19;43.760;370
14:01:19;43.760;370
14:01:19;43.760;351
14:01:19;43.760;19
14:01:19;43.760;370
14:01:19;43.760;70
14:01:19;43.760;300
14:01:19;43.760;70
14:01:19;43.760;99
14:01:19;43.760;151
14:01:19;43.760;120
14:01:19;43.760;370
14:01:19;43.760;186
14:01:19;43.760;184
14:01:19;43.760;184
14:01:19;43.760;168
14:01:19;43.760;18
14:01:19;43.760;349
14:01:19;43.760;21
14:01:19;43.760;33
14:01:19;43.760;54
14:01:19;43.760;54
14:01:19;43.760;54
13:59:17;43.660;22
13:59:17;43.680;11
13:59:17;43.680;31
13:59:17;43.680;22
13:57:47;43.740;4
13:57:47;43.740;4
13:57:35;43.720;8
13:40:11;43.660;9
13:39:59;43.620;124
13:38:58;43.580;11
13:34:34;43.640;40
13:33:40;43.640;8
13:27:55;43.700;120
13:26:08;43.700;3
13:26:08;43.700;2
13:25:31;43.620;8
13:25:31;43.620;8
13:25:31;43.600;13
13:21:57;43.740;46
13:21:57;43.740;5
13:21:57;43.740;4
13:21:57;43.720;46
13:21:57;43.720;5
13:21:57;43.720;4
13:21:57;43.700;4
13:21:57;43.700;120
13:21:57;43.700;5
13:21:57;43.680;21
13:21:57;43.680;5
13:21:57;43.680;4
13:21:57;43.660;5
13:21:57;43.660;5
13:21:57;43.660;40
13:21:57;43.600;40
13:21:57;43.680;4
13:21:57;43.680;120
13:21:57;43.680;4
13:21:57;43.660;5
13:21:57;43.660;5
13:21:57;43.640;73
13:21:57;43.640;5
13:21:57;43.640;4
13:21:57;43.620;5
13:21:57;43.620;71
13:21:14;43.600;5
13:21:14;43.600;4
13:20:13;43.580;5
13:20:13;43.580;5
13:20:10;43.580;5
13:20:10;43.580;5
13:20:09;43.500;13
13:20:09;43.500;4
13:20:09;43.500;5
13:20:05;43.540;13
13:20:02;43.560;12
13:20:02;43.560;68
13:17:45;43.580;12
13:17:45;43.580;38
13:17:45;43.620;63
13:17:45;43.620;33
13:17:45;43.620;40
13:17:08;43.560;40
13:06:48;43.540;3
13:06:48;43.540;43
13:02:48;43.560;37
13:02:48;43.560;2
13:02:21;43.560;2
13:02:21;43.560;3
12:56:21;43.520;40
12:56:15;43.540;50
12:53:24;43.600;21
12:53:24;43.600;4
12:53:24;43.600;4
12:53:18;43.660;191
12:53:18;43.660;64
12:46:39;43.660;73
12:46:30;43.580;73
12:40:27;43.500;43
12:40:27;43.500;17
12:36:09;43.520;63
12:36:09;43.520;6
12:36:09;43.520;8
12:36:09;43.540;17
12:36:09;43.540;62
12:30:32;43.560;61
12:30:28;43.540;71
12:30:28;43.540;5
12:30:10;43.520;9
12:24:18;43.520;58
12:24:18;43.520;40
12:23:56;43.440;9
12:23:56;43.440;4
12:23:56;43.440;5
12:23:24;43.480;9
12:23:24;43.480;3
12:23:24;43.480;3
12:18:14;43.560;1
12:17:54;43.520;10
12:17:54;43.520;18
12:14:54;43.500;1
12:14:54;43.500;4
12:14:54;43.500;5
12:14:54;43.480;14
12:14:54;43.500;4
12:14:54;43.500;4
12:14:54;43.520;21
12:14:54;43.520;4
12:14:54;43.540;4
12:14:54;43.540;20
12:14:54;43.540;5
12:14:20;43.560;64
12:14:20;43.560;244
12:04:39;43.610;8
12:00:16;43.640;7
12:00:16;43.640;13
12:00:16;43.640;17
12:00:14;43.600;61
12:00:14;43.600;4
12:00:14;43.600;5
12:00:00;43.560;20
11:59:11;43.620;3
11:59:11;43.620;3
11:59:11;43.600;15
11:58:32;43.600;5
11:57:48;43.600;18
11:57:43;43.640;58
11:56:28;43.640;52
11:56:28;43.620;52
11:56:28;43.620;58
11:56:28;43.620;3
11:56:28;43.620;3
11:55:45;43.560;79
11:55:44;43.580;73
11:55:44;43.600;66
11:52:13;43.620;52
11:52:13;43.620;23
11:48:19;43.660;3
11:43:05;43.660;69
11:38:23;43.600;251
11:38:23;43.600;42
11:38:18;43.680;4
11:37:20;43.720;1
11:26:19;43.640;17
11:26:19;43.640;23
11:23:03;43.720;4
11:23:03;43.720;4
11:15:23;43.640;63
11:15:23;43.640;12
11:15:23;43.640;24
11:15:23;43.640;73
11:15:23;43.620;46
11:15:20;43.540;10
11:15:01;43.620;3
11:15:01;43.620;4
11:15:01;43.600;1
11:10:34;43.540;6
11:09:02;43.500;21
11:04:30;43.620;40
11:04:26;43.500;57
11:04:26;43.500;478
11:04:26;43.500;58
11:04:26;43.500;49
11:04:26;43.460;4
11:04:26;43.460;4
11:04:26;43.480;9
11:04:26;43.480;3
11:04:26;43.480;3
11:04:26;43.500;4
11:04:26;43.500;4
11:04:26;43.500;51
11:04:26;43.520;4
11:04:26;43.520;3
11:00:26;43.500;72
11:00:26;43.480;64
10:59:30;43.260;8
10:59:30;43.340;40
10:59:30;43.380;3
10:59:30;43.380;3
10:59:30;43.400;4
10:59:30;43.400;3
10:59:30;43.420;120
10:59:30;43.420;40
10:58:27;43.500;21
10:58:27;43.500;4
10:58:27;43.500;3
10:58:27;43.500;40
10:58:20;43.500;21
10:58:20;43.500;4
10:58:20;43.500;3
10:58:04;43.580;3
10:58:04;43.580;3
10:58:04;43.480;21
10:58:04;43.480;4
10:58:04;43.480;4
10:58:04;43.480;40
10:58:00;43.460;7
10:57:56;43.460;40
10:57:27;43.460;21
10:57:27;43.460;3
10:57:27;43.460;4
10:57:24;43.580;3
10:57:24;43.580;4
10:57:24;43.460;21
10:57:22;43.560;40
10:57:22;43.600;32
10:57:22;43.600;8
10:57:22;43.520;21
10:57:22;43.520;4
10:57:22;43.520;3
10:57:22;43.540;4
10:57:22;43.540;3
10:57:20;43.540;3
10:57:20;43.540;4
10:57:20;43.560;21
10:57:20;43.560;4
10:57:20;43.560;4
10:57:17;43.560;64
10:57:17;43.560;40
10:57:17;43.660;4
10:57:17;43.660;4
10:57:16;43.640;4
10:57:16;43.640;40
10:57:16;43.620;825
10:57:16;43.620;40
10:57:16;43.620;125
10:57:16;43.620;44
10:57:16;43.620;81
10:57:16;43.620;125
10:57:16;43.620;120
10:57:16;43.620;3
10:57:16;43.640;21
10:56:44;43.720;40
10:56:44;43.720;39
10:56:44;43.720;16
10:56:44;43.700;3
10:56:44;43.780;157
10:56:44;43.780;211
10:56:44;43.780;73
10:56:44;43.740;1812
10:56:44;43.740;362
10:56:44;43.740;21
10:56:44;43.740;3
10:56:44;43.740;3
10:56:44;43.760;4
10:56:44;43.760;4
10:44:35;44.000;8
10:39:26;43.920;12
10:39:26;43.920;120
10:38:08;43.920;63
10:37:42;43.860;74
10:37:42;43.840;3
10:37:42;43.840;3
10:36:14;43.740;40
10:36:01;43.740;20
10:36:01;43.740;3
10:36:01;43.740;25
10:36:01;43.760;135
10:36:01;43.760;73
10:36:01;43.760;120
10:36:01;43.760;22
10:34:24;43.840;21
10:31:44;43.940;1
10:31:32;43.840;1
10:31:32;43.800;87
10:31:32;43.820;40
10:31:32;43.820;24
10:31:32;43.840;147
10:31:32;43.860;4
10:31:32;43.860;40
10:31:32;43.860;24
10:31:32;43.900;11
10:31:32;43.900;24
10:31:32;43.900;160
10:24:50;43.920;3
10:22:33;43.840;21
10:21:25;43.860;9
10:21:25;43.860;21
10:18:25;43.840;25
10:12:34;43.880;22
10:12:01;43.920;40
10:06:11;43.740;21
10:04:07;43.860;3
10:04:07;43.860;4
10:04:07;43.880;21
10:02:45;43.940;8
10:00:24;43.860;24
09:59:12;43.980;29
09:59:12;43.980;4
09:59:12;43.980;3
09:59:12;43.980;33
09:59:12;43.960;21
09:59:12;43.920;160
09:56:37;44.040;3
09:54:50;44.060;5
09:53:05;44.020;21
09:51:18;44.020;151
09:51:18;44.000;23
09:51:18;44.000;2
09:39:59;43.780;23
09:37:48;43.760;23
09:36:30;43.880;4
09:36:30;43.880;1
09:32:47;43.980;2
09:31:47;44.020;74
09:31:47;44.020;34
09:31:47;44.000;4
09:31:47;44.000;4
09:31:47;44.000;24
09:31:47;44.000;34
09:31:47;43.980;11
09:31:47;43.980;3
09:31:47;43.980;4
09:31:47;43.980;120
09:31:47;43.980;41
09:31:47;43.960;4
09:31:47;43.960;3
09:31:47;43.960;20
09:31:47;43.960;120
09:26:05;43.700;25
09:20:42;43.660;5
09:16:49;43.600;11
09:16:34;43.520;8
09:16:34;43.520;20
09:11:19;43.600;44
09:11:19;43.600;18
09:11:19;43.580;38
09:06:53;43.540;3
09:03:44;43.520;100
09:03:44;43.520;21
09:03:33;43.500;18
09:03:33;43.520;70
09:03:33;43.540;336
09:03:33;43.540;100
09:01:44;43.780;10
09:00:18;43.460;1
09:00:18;43.460;1
09:00:18;43.460;16
09:00:18;43.460;20
09:00:18;43.460;19
09:00:18;43.460;7
09:00:18;43.460;1
09:00:18;43.460;10
09:00:18;43.460;3
09:00:18;43.460;8
09:00:18;43.460;3
09:00:18;43.460;15
09:00:18;43.460;5
09:00:18;43.460;8
09:00:18;43.460;5
09:00:18;43.460;5
09:00:18;43.460;4
09:00:18;43.460;3
09:00:18;43.460;3
09:00:18;43.460;2
09:00:18;43.460;8
09:00:18;43.460;1
09:00:18;43.460;1
09:00:18;43.460;1
09:00:18;43.460;9
09:00:18;43.460;7
09:00:18;43.460;1
09:00:18;43.460;7
09:00:18;43.460;21
09:00:18;43.460;1
09:00:18;43.460;78
09:00:18;43.460;16
09:00:18;43.460;20
09:00:18;43.460;3
09:00:18;43.460;8
09:00:18;43.460;3
09:00:18;43.460;4
09:00:18;43.460;16
09:00:18;43.460;13
09:00:18;43.460;6
09:00:18;43.460;25
